skill_id,name,description,estimated_hours,roadmap_id,parent_id,parent_title,node_type,category
py_functions,Functions and Scope,"Functions and Scope: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_python,py_fundamentals,Python Fundamentals,skill,python
py_generators,Generators,"Generators: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_python,py_iterators,Iterators and Iterables,skill,python
py_http,HTTP Clients and APIs,"HTTP Clients and APIs: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_python,py_fundamentals,Python Fundamentals,skill,python
py_iterators,Iterators and Iterables,"Iterators and Iterables: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_python,py_functions,Functions and Scope,skill,python
py_collections,"Lists, Tuples, Sets and Dictionaries","Lists, Tuples, Sets and Dictionaries: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_python,py_types,Python Data Types and Variables,skill,python
py_logging,Logging and Debugging,"Logging and Debugging: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_python,py_fundamentals,Python Fundamentals,skill,python
py_modules,Modules and Packages,"Modules and Packages: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_python,py_functions,Functions and Scope,skill,python
py_oop,Object-Oriented Python,"Object-Oriented Python: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_python,py_functions,Functions and Scope,skill,python
py_production,Production Python Engineering,"Production Python Engineering: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",14,hermes_python,py_architecture,Python Application Architecture,skill,python
py_profiling,Profiling Python Applications,"Profiling Python Applications: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_python,py_performance,Python Performance Optimization,skill,python
py_architecture,Python Application Architecture,"Python Application Architecture: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_python,py_oop,Object-Oriented Python,skill,python
py_automation,Python Automation,"Python Automation: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_python,py_functions,Functions and Scope,skill,python
py_types,Python Data Types and Variables,"Python Data Types and Variables: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_python,py_fundamentals,Python Fundamentals,skill,python
py_fundamentals,Python Fundamentals,"Python Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_python,,,skill,python
py_packaging,Python Packaging and Distribution,"Python Packaging and Distribution: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_python,py_venv,Virtual Environments and Dependency Management,skill,python
py_performance,Python Performance Optimization,"Python Performance Optimization: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_python,py_fundamentals,Python Fundamentals,skill,python
py_security,Python Security Practices,"Python Security Practices: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_python,py_fundamentals,Python Fundamentals,skill,python
py_syntax,Python Syntax and Control Flow,"Python Syntax and Control Flow: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_python,py_fundamentals,Python Fundamentals,skill,python
py_testing,Python Testing with Pytest,"Python Testing with Pytest: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_python,py_venv,Virtual Environments and Dependency Management,skill,python
py_sql,Python and SQL,"Python and SQL: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_python,py_fundamentals,Python Fundamentals,skill,python
py_data,Python for Data Work,"Python for Data Work: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_python,py_fundamentals,Python Fundamentals,skill,python
py_typing,Type Hints and Static Typing,"Type Hints and Static Typing: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_python,py_fundamentals,Python Fundamentals,skill,python
py_venv,Virtual Environments and Dependency Management,"Virtual Environments and Dependency Management: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_python,py_fundamentals,Python Fundamentals,skill,python
system_design_3,Availability,"Availability: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_software_engineering,,,skill,software_engineering
system_design_13,CAP Theorem,"CAP Theorem: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_software_engineering,,,skill,software_engineering
system_design_12,Consistency,"Consistency: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_software_engineering,,,skill,software_engineering
system_design_11,Distributed Systems,"Distributed Systems: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_software_engineering,,,skill,software_engineering
system_design_10,Event Driven Architecture,"Event Driven Architecture: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_software_engineering,system_design_1,System Design Fundamentals,skill,software_engineering
system_design_17,Large Scale Architecture,"Large Scale Architecture: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_software_engineering,system_design_1,System Design Fundamentals,skill,software_engineering
system_design_4,Load Balancing,"Load Balancing: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_software_engineering,,,skill,software_engineering
system_design_16,Reliability,"Reliability: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_software_engineering,,,skill,software_engineering
system_design_7,Replication,"Replication: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_software_engineering,,,skill,software_engineering
system_design_2,Scalability,"Scalability: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_software_engineering,,,skill,software_engineering
system_design_8,Sharding,"Sharding: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_software_engineering,,,skill,software_engineering
system_design_1,System Design Fundamentals,"System Design Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_software_engineering,,,skill,software_engineering
fc0fc7ab-1840-4253-a339-cacbc77018db,Hands-On Implementation & Patterns,"Build practical working examples, leverage industry-standard design patterns, and write clean, maintainable code.",7,cf08b1ff-e906-4d7a-a007-b0a40f223c79,f54cdf9c-7c3c-4601-b2a8-996feea888b2,"Memory Management, Pointers & References",skill,ai_ml
7ea9c7ad-3cb6-4ab3-aa04-4b58435b40ab,Advanced Edge Cases & Performance Optimization,"Diagnose common bugs, optimize performance metrics, handle edge cases, and apply defensive coding practices.",3,f663b424-d6a1-4996-8cc6-1465085a9919,c887843b-c9af-4d1c-a58a-61c63af65010,Core Foundations & SQL Essentials,skill,backend
ec043c5b-b495-448e-b6fc-1d39bc910852,List & Dictionary Comprehensions,"Write concise, idiomatic Python expressions with filtering and transformations.",5,7fa488b0-b375-4f18-8e75-08fc45142754,2d30a8c1-bcbd-4e34-91f4-f41e4518a4cc,Data Structures & Collections Module,skill,backend
11f7636d-1407-42f9-aa37-733beae8b3bd,"Variables, Type Hinting & Operators","Primitive types, type hints, string formatting, arithmetic and bitwise operators.",4,7fa488b0-b375-4f18-8e75-08fc45142754,337b84a5-ac0c-42bf-917b-cf486520f005,Python Core Syntax & Fundamentals,skill,backend
a590230e-30f0-4720-bb81-edca380dc202,Build Systems & CMake Basics,"CMakeLists.txt, target_link_libraries, compiler flags (-Wall, -Wextra), and debug vs release builds.",5,cf08b1ff-e906-4d7a-a007-b0a40f223c79,50ee83c1-4be0-49a4-8f4a-0c1dd6e670e6,C++ Foundations & Compilation Pipeline,skill,cpp
50ee83c1-4be0-49a4-8f4a-0c1dd6e670e6,C++ Foundations & Compilation Pipeline,"Preprocessor directives, compilation vs linking, header files, header guards, namespaces, primitive types, and I/O streams.",16,cf08b1ff-e906-4d7a-a007-b0a40f223c79,,,skill,cpp
6e7c6ec1-59ca-4bae-a2d1-eb53b35ed3e9,"Functions, Pass-by-Value vs Pass-by-Reference","Constant references (const T&), function overloading, default arguments, and inline functions.",5,cf08b1ff-e906-4d7a-a007-b0a40f223c79,50ee83c1-4be0-49a4-8f4a-0c1dd6e670e6,C++ Foundations & Compilation Pipeline,skill,cpp
eefeea59-0f0d-467e-a540-0c4b98cd185a,"High Performance & Concurrency Capstone (std::jthread, SIMD)","Multithreading with std::jthread, mutexes, atomic operations, lock-free queues, profiling with Valgrind/GDB, and game engine / networking capstone.",26,cf08b1ff-e906-4d7a-a007-b0a40f223c79,,,skill,cpp
f54cdf9c-7c3c-4601-b2a8-996feea888b2,"Memory Management, Pointers & References","Stack vs Heap memory, raw pointers, pointer arithmetic, memory alignment, dynamic allocation (new/delete), and avoiding memory leaks.",20,cf08b1ff-e906-4d7a-a007-b0a40f223c79,,,skill,cpp
924cf3ef-cabe-4cb7-ac26-90b1990ae8a8,Object-Oriented C++ & Rule of Zero/Three/Five,"Constructors, Destructors, Copy/Move constructors, Move assignment, virtual functions, vtables, and abstract interfaces.",22,cf08b1ff-e906-4d7a-a007-b0a40f223c79,,,skill,cpp
78faf905-e333-47f0-97fc-a9a18b0ae44a,"RAII & Smart Pointers (std::unique_ptr, std::shared_ptr)","Resource Acquisition Is Initialization (RAII), std::unique_ptr, std::shared_ptr, std::weak_ptr, and custom deleters.",18,cf08b1ff-e906-4d7a-a007-b0a40f223c79,,,skill,cpp
5c2730a2-b396-4b0a-b7a1-8167d901d0ed,"Templates, Metaprogramming & C++20 Concepts","Function/class templates, template specialization, constexpr, type traits, SFINAE, and C++20 Concepts/Requires clauses.",24,cf08b1ff-e906-4d7a-a007-b0a40f223c79,,,skill,cpp
9157adc2-9e03-4f43-8461-b115d456233d,Backend API Engineering & Database Architecture,"Design REST/GraphQL services, auth middleware (JWT/OAuth), relational databases (PostgreSQL), and ORM patterns.",26,17d7145f-e61f-4439-bccf-b22980138d6e,,,skill,data
b0eb8d4e-42a3-4f56-a9e3-28970e45937e,Capstone: End-to-End Analytics Dashboard & Insight Report,Execute a production-grade analytical project tailored to junior software developer requirements with interactive dashboards and executive summaries.,25,f663b424-d6a1-4996-8cc6-1465085a9919,,,skill,data
c887843b-c9af-4d1c-a58a-61c63af65010,Core Foundations & SQL Essentials,"Master relational data modeling, complex querying, window functions, and database performance optimization.",15,f663b424-d6a1-4996-8cc6-1465085a9919,,,skill,data
5b5e1e26-a2d9-4885-badb-197c542c3057,"Data Pipelines & Warehousing (dbt, BigQuery/Snowflake)","Build automated ELT pipelines, staging models, lineage graphs, and dimensional data marts.",22,f663b424-d6a1-4996-8cc6-1465085a9919,,,skill,data
eb676638-22f5-40f6-b4ef-9990d977bd2e,Exploratory Data Analysis & Visualization,"Design insightful visual narratives using Matplotlib, Seaborn, Plotly, and BI tools like PowerBI / Tableau.",16,f663b424-d6a1-4996-8cc6-1465085a9919,,,skill,data
e557b111-1617-41a7-8373-48ddbc51a7ef,Python for Data Analysis & Wrangling,Write robust Python scripts using NumPy for vectorized computation and Pandas for tabular transformation.,20,f663b424-d6a1-4996-8cc6-1465085a9919,,,skill,data
d3e584d1-fe04-4ba4-ba1b-891eaae622e7,Statistical Inference & Hypothesis Testing,"Apply probability distributions, confidence intervals, A/B testing, regression analysis, and significance testing.",18,f663b424-d6a1-4996-8cc6-1465085a9919,,,skill,data
fdca8858-f3dd-4511-8e21-e0c2cfbfae03,Web APIs with FastAPI & Database ORMs,"Design asynchronous REST APIs with FastAPI, Pydantic validation, SQLAlchemy 2.0 ORM, and PostgreSQL.",24,7fa488b0-b375-4f18-8e75-08fc45142754,,,skill,data
d782c001-d592-42de-9ba9-bad1311df9b0,"Testing, CI/CD & Production Deployment","Implement unit/integration tests with Vitest/Jest, GitHub Actions CI/CD, Docker containers, and Cloud hosting.",18,17d7145f-e61f-4439-bccf-b22980138d6e,,,skill,devops
node_fe_1,Advanced JavaScript & Async Programming,"Master closures, event loop, Promises, Async/Await, and modern ES2024+ features.",15,rdm_demo_frontend_001,,,skill,frontend
node_fe_1_2,Asynchronous JavaScript & Event Loop,"Microtasks vs Macrotasks, Promises, and robust async error handling.",10,rdm_demo_frontend_001,node_fe_1,Advanced JavaScript & Async Programming,skill,frontend
node_fe_4,"Client-Side Performance & Core Web Vitals (LCP, INP, CLS)","Code splitting, dynamic imports, image optimization, memoization, and bundle analysis.",14,rdm_demo_frontend_001,,,skill,frontend
node_fe_1_1,"Closures, Scope & Prototypes","Understand lexical environment, closure memory mechanics, and prototype inheritance.",5,rdm_demo_frontend_001,node_fe_1,Advanced JavaScript & Async Programming,skill,frontend
4035db85-c473-4274-9f9e-3397f2bf3fb4,Frontend Framework & State Management (React / Vue / Svelte),"Component lifecycles, custom hooks, reactive state, declarative routing, and scalable client architecture.",28,17d7145f-e61f-4439-bccf-b22980138d6e,,,skill,frontend
node_fe_2_1,"Hooks Mechanics (useState, useEffect, useMemo, custom hooks)","State lifecycle, dependency arrays, and custom hook encapsulation.",12,rdm_demo_frontend_001,node_fe_2,React 19 & Component Architecture,skill,frontend
5af1bff6-8a9e-45ec-b79e-732e249aa3de,Modern CSS Layouts (Flexbox & Grid),"Two-dimensional grid tracks, alignment properties, container queries, and subgrid.",8,17d7145f-e61f-4439-bccf-b22980138d6e,f876d2fa-a91c-4f00-9697-921be906cab3,"Modern Web Foundations (HTML5, Semantic UI, Responsive CSS)",skill,frontend
node_fe_3,"Modern CSS, Tailwind CSS & Design Systems","Build responsive design systems with tokens, CSS custom properties, and Tailwind utility classes.",18,rdm_demo_frontend_001,,,skill,frontend
bc3d8028-2907-4145-a255-4a71c9bf6a38,"Modern JavaScript Deep-Dive (ES6+, DOM, Asynchronous JS)","Master closures, event loop, Promises, async/await, fetch API, modular architecture, and DOM manipulation.",22,17d7145f-e61f-4439-bccf-b22980138d6e,,,skill,frontend
f876d2fa-a91c-4f00-9697-921be906cab3,"Modern Web Foundations (HTML5, Semantic UI, Responsive CSS)","Build accessible, semantic markup with CSS Flexbox, Grid, custom properties, and responsive design patterns.",14,17d7145f-e61f-4439-bccf-b22980138d6e,,,skill,frontend
node_fe_5,Production Capstone: SaaS Interactive Dashboard,"Ship an end-to-end responsive application with dark mode, optimistic updates, and accessibility.",30,rdm_demo_frontend_001,,,skill,frontend
node_fe_2,React 19 & Component Architecture,"Deep dive into Hooks, Server Components, suspense, and scalable component compositions.",25,rdm_demo_frontend_001,,,skill,frontend
731fcc58-a21e-4bd9-b232-e579ce154c4f,Semantic HTML & Accessibility (a11y),"Landmark elements, ARIA attributes, keyboard navigation, and contrast guidelines.",6,17d7145f-e61f-4439-bccf-b22980138d6e,f876d2fa-a91c-4f00-9697-921be906cab3,"Modern Web Foundations (HTML5, Semantic UI, Responsive CSS)",skill,frontend
920a5925-f0d0-4e68-b09d-3d07917f485b,Asynchronous Programming (AsyncIO) & Concurrency,"Event loops, async/await coroutines, Tasks, ThreadPoolExecutor vs ProcessPoolExecutor, and the GIL.",18,7fa488b0-b375-4f18-8e75-08fc45142754,,,skill,python
039fff12-1a12-4c85-8311-ac91661ae29e,Capstone: Production Async Microservice & Docker Deployment,"Ship a production-grade async Python microservice with Redis caching, auth, and automated testing matching Python Developer standards.",25,7fa488b0-b375-4f18-8e75-08fc45142754,,,skill,python
26c088fb-3522-4a48-bd6f-4f99106c2a1f,"Classes, @property, and Class/Static Methods",Encapsulation with getters/setters and classmethod/staticmethod decorators.,6,7fa488b0-b375-4f18-8e75-08fc45142754,7c0e7115-98a5-4a48-83aa-9f45a24de995,Object-Oriented Python (OOP) & Dunder Methods,skill,python
283713a4-1fe9-4904-995c-a3850fcb59d9,"Collections Module (Counter, defaultdict, deque)",Optimized datatypes for complex frequency counts and double-ended queues.,5,7fa488b0-b375-4f18-8e75-08fc45142754,2d30a8c1-bcbd-4e34-91f4-f41e4518a4cc,Data Structures & Collections Module,skill,python
2d30a8c1-bcbd-4e34-91f4-f41e4518a4cc,Data Structures & Collections Module,"Lists, Tuples, Dictionaries, Sets, list comprehensions, and high-performance collections (deque, Counter, defaultdict).",16,7fa488b0-b375-4f18-8e75-08fc45142754,,,skill,python
5795483a-1305-4059-a47a-d09dc0c327e2,"Environments, Packaging & Pytest","Dependency management with uv / Poetry / venv, package building, and writing comprehensive tests with Pytest.",14,7fa488b0-b375-4f18-8e75-08fc45142754,,,skill,python
75480940-1646-4970-ac8d-ef477fb98cff,"Functions, Scopes & *args, **kwargs","LEGB variable scoping, default parameters, variable-length arguments, and lambda functions.",5,7fa488b0-b375-4f18-8e75-08fc45142754,337b84a5-ac0c-42bf-917b-cf486520f005,Python Core Syntax & Fundamentals,skill,python
d03cecc0-4681-468b-b925-dd2ee3dca89c,"Iterators, Generators & yield","Lazy evaluation, generator functions, and the iterator protocol.",6,7fa488b0-b375-4f18-8e75-08fc45142754,2d30a8c1-bcbd-4e34-91f4-f41e4518a4cc,Data Structures & Collections Module,skill,python
7c0e7115-98a5-4a48-83aa-9f45a24de995,Object-Oriented Python (OOP) & Dunder Methods,"Classes, encapsulation, inheritance, polymorphism, dataclasses, properties, and special dunder methods.",18,7fa488b0-b375-4f18-8e75-08fc45142754,,,skill,python
86453759-8866-45a1-8741-d5bd363a2010,Python 3.7+ Dataclasses,Eliminate boilerplate for data-holding classes with @dataclass.,6,7fa488b0-b375-4f18-8e75-08fc45142754,7c0e7115-98a5-4a48-83aa-9f45a24de995,Object-Oriented Python (OOP) & Dunder Methods,skill,python
337b84a5-ac0c-42bf-917b-cf486520f005,Python Core Syntax & Fundamentals,"Variables, primitive types, dynamic typing, control flow, loops, functions, and standard I/O in Python 3.12+.",14,7fa488b0-b375-4f18-8e75-08fc45142754,,,skill,python
3871e484-0f8e-4da9-acde-905a24d5779c,"STL Containers & Algorithms (vector, map, iterators)","std::vector, std::array, std::unordered_map, std::span, iterators, std::sort, std::find, and lambda expressions.",20,cf08b1ff-e906-4d7a-a007-b0a40f223c79,,,skill,python
cc459482-7c80-4a99-a7a4-de2f41e9b2c1,"Special Dunder Methods (__str__, __repr__, __enter__)","Operator overloading, custom string representations, and custom Context Managers.",6,7fa488b0-b375-4f18-8e75-08fc45142754,7c0e7115-98a5-4a48-83aa-9f45a24de995,Object-Oriented Python (OOP) & Dunder Methods,skill,python
7053c2e9-d99b-4c23-864d-b11a177a478d,Full-Stack Capstone Application & Portfolio Showcase,"Ship a production-grade application with authentication, real-time data, and payment/APIs meeting Quantum Software Engineer industry standards.",30,17d7145f-e61f-4439-bccf-b22980138d6e,,,skill,quantum
f9c324f8-dcd7-4d85-87b1-0481330eccfd,Alternative Patterns & Tooling,"Explore alternative frameworks, libraries, or architectural approaches to solve the same problem.",4,cf08b1ff-e906-4d7a-a007-b0a40f223c79,f54cdf9c-7c3c-4601-b2a8-996feea888b2,"Memory Management, Pointers & References",skill,unknown
node_fe_2_2,"Context API, Zustand & State Management",Managing global client state without unnecessary re-renders.,13,rdm_demo_frontend_001,node_fe_2,React 19 & Component Architecture,skill,unknown
b3a4bec0-f11a-4104-8bf6-becb44a9ff5d,"Control Flow, Loops & Match-Case","If-elif-else conditionals, for/while loops, and Python 3.10+ match-case pattern matching.",5,7fa488b0-b375-4f18-8e75-08fc45142754,337b84a5-ac0c-42bf-917b-cf486520f005,Python Core Syntax & Fundamentals,skill,unknown
5e6e2f97-259a-4743-b9a8-93235e0a16f4,Mini-Project & Practical Checkpoint,"Assemble everything learned in this module into a self-contained, working portfolio artifact.",4,cf08b1ff-e906-4d7a-a007-b0a40f223c79,f54cdf9c-7c3c-4601-b2a8-996feea888b2,"Memory Management, Pointers & References",skill,unknown
